year,gennme,state,quarter,totalRXImputed
2019,Febuxostat,NM,4,15
2019,Allopurinol,NV,1,3154
2019,Febuxostat,NV,1,172
2019,Allopurinol,NV,2,3035
2019,Febuxostat,NV,2,146
2019,Allopurinol,NV,3,3312
2019,Febuxostat,NV,3,58
2019,Allopurinol,NV,4,3280
2019,Febuxostat,NV,4,29
2019,Allopurinol,NY,1,26583
2019,Febuxostat,NY,1,1699
2019,Allopurinol,NY,2,25491
2019,Febuxostat,NY,2,1425
2019,Allopurinol,NY,3,26021
2019,Febuxostat,NY,3,1135
2019,Allopurinol,NY,4,25474
2019,Febuxostat,NY,4,1078
2019,Allopurinol,OH,1,18704
2019,Febuxostat,OH,1,768
2019,Allopurinol,OH,2,18594
2019,Febuxostat,OH,2,741
2019,Allopurinol,OH,3,18513
2019,Febuxostat,OH,3,606
2019,Allopurinol,OH,4,18002
2019,Febuxostat,OH,4,592
2019,Allopurinol,OK,1,1095
2019,Febuxostat,OK,1,72
2019,Allopurinol,OK,2,1086
2019,Febuxostat,OK,2,63
2019,Allopurinol,OK,3,1114
2019,Febuxostat,OK,3,42
2019,Allopurinol,OK,4,1087
2019,Febuxostat,OK,4,0
2019,Allopurinol,OR,1,4717
2019,Febuxostat,OR,1,106
2019,Allopurinol,OR,2,4813
2019,Febuxostat,OR,2,92
2019,Allopurinol,OR,3,4894
2019,Febuxostat,OR,3,80
2019,Allopurinol,OR,4,4887
2019,Febuxostat,OR,4,66
2019,Allopurinol,PA,1,11883
2019,Febuxostat,PA,1,434
2019,Allopurinol,PA,2,11835
2019,Febuxostat,PA,2,365
2019,Allopurinol,PA,3,10884
2019,Febuxostat,PA,3,283
2019,Allopurinol,PA,4,10773
2019,Febuxostat,PA,4,273
2019,Allopurinol,RI,1,1130
2019,Febuxostat,RI,1,50
2019,Allopurinol,RI,2,1144
2019,Febuxostat,RI,2,39
2019,Allopurinol,RI,3,1008
2019,Febuxostat,RI,3,15
2019,Allopurinol,RI,4,926
2019,Febuxostat,RI,4,14
2019,Allopurinol,SC,1,1555
2019,Febuxostat,SC,1,125
2019,Allopurinol,SC,2,1463
2019,Febuxostat,SC,2,113
2019,Allopurinol,SC,3,1554
2019,Febuxostat,SC,3,65
2019,Allopurinol,SC,4,1849
2019,Febuxostat,SC,4,71
2019,Allopurinol,SD,1,121
2019,Febuxostat,SD,1,0
2019,Allopurinol,SD,2,101
2019,Febuxostat,SD,2,0
2019,Allopurinol,SD,3,98
2019,Febuxostat,SD,3,0
2019,Allopurinol,SD,4,119
2019,Febuxostat,SD,4,0
2019,Allopurinol,TN,1,4612
2019,Febuxostat,TN,1,223
2019,Allopurinol,TN,2,4679
2019,Febuxostat,TN,2,171
2019,Allopurinol,TN,3,4615
2019,Febuxostat,TN,3,134
2019,Allopurinol,TN,4,4583
2019,Febuxostat,TN,4,154
2019,Allopurinol,TX,1,7497
2019,Febuxostat,TX,1,564
2019,Allopurinol,TX,2,7529
2019,Febuxostat,TX,2,527
2019,Allopurinol,TX,3,7550
2019,Febuxostat,TX,3,369
2019,Allopurinol,TX,4,7227
2019,Febuxostat,TX,4,372
2019,Allopurinol,UT,1,592
2019,Febuxostat,UT,1,19
2019,Allopurinol,UT,2,705
2019,Febuxostat,UT,2,24
2019,Allopurinol,UT,3,648
2019,Febuxostat,UT,3,0
2019,Allopurinol,UT,4,629
2019,Febuxostat,UT,4,0
2019,Allopurinol,VA,1,5224
2019,Febuxostat,VA,1,335
2019,Allopurinol,VA,2,6164
2019,Febuxostat,VA,2,280
2019,Allopurinol,VA,3,6727
2019,Febuxostat,VA,3,266
2019,Allopurinol,VA,4,6936
2019,Febuxostat,VA,4,300
2019,Allopurinol,VT,1,278
2019,Febuxostat,VT,1,13
2019,Allopurinol,VT,2,299
2019,Febuxostat,VT,2,0
2019,Allopurinol,VT,3,308
2019,Febuxostat,VT,3,0
2019,Allopurinol,VT,4,269
2019,Febuxostat,VT,4,0
2019,Allopurinol,WA,1,6252
2019,Febuxostat,WA,1,192
2019,Allopurinol,WA,2,6551
2019,Febuxostat,WA,2,190
2019,Allopurinol,WA,3,7399
2019,Febuxostat,WA,3,165
2019,Allopurinol,WA,4,6364
2019,Febuxostat,WA,4,125
2019,Allopurinol,WI,1,4132
2019,Febuxostat,WI,1,410
2019,Allopurinol,WI,2,4135
2019,Febuxostat,WI,2,393
2019,Allopurinol,WI,3,4168
2019,Febuxostat,WI,3,344
2019,Allopurinol,WI,4,4104
2019,Febuxostat,WI,4,302
2019,Allopurinol,WV,1,4196
2019,Febuxostat,WV,1,171
2019,Allopurinol,WV,2,4254
2019,Febuxostat,WV,2,167
2019,Allopurinol,WV,3,4153
2019,Febuxostat,WV,3,117
2019,Allopurinol,WV,4,4275
2019,Febuxostat,WV,4,115
2020,Allopurinol,AK,1,532
2020,Febuxostat,AK,1,0
2020,Allopurinol,AK,2,615
2020,Febuxostat,AK,2,0
2020,Allopurinol,AK,3,634
2020,Febuxostat,AK,3,0
2020,Allopurinol,AK,4,526
2020,Febuxostat,AK,4,0
2020,Allopurinol,AL,1,2847
2020,Febuxostat,AL,1,314
2020,Allopurinol,AL,2,2827
2020,Febuxostat,AL,2,296
2020,Allopurinol,AL,3,2608
2020,Febuxostat,AL,3,237
2020,Allopurinol,AL,4,2818
2020,Febuxostat,AL,4,333
2020,Allopurinol,AR,1,1623
2020,Febuxostat,AR,1,0
2020,Allopurinol,AR,2,1639
2020,Febuxostat,AR,2,0
2020,Allopurinol,AR,3,1562
2020,Febuxostat,AR,3,0
2020,Allopurinol,AR,4,1667
2020,Febuxostat,AR,4,0
2020,Allopurinol,AZ,1,6137
2020,Febuxostat,AZ,1,158
2020,Allopurinol,AZ,2,5863
2020,Febuxostat,AZ,2,174
2020,Allopurinol,AZ,3,5356
2020,Febuxostat,AZ,3,165
2020,Allopurinol,AZ,4,3782
2020,Febuxostat,AZ,4,100
2020,Allopurinol,CA,1,46900
2020,Febuxostat,CA,1,2140
2020,Allopurinol,CA,2,46014
2020,Febuxostat,CA,2,2070
2020,Allopurinol,CA,3,44796
2020,Febuxostat,CA,3,2056
2020,Allopurinol,CA,4,31750
2020,Febuxostat,CA,4,1286
2020,Allopurinol,CO,1,3060
2020,Febuxostat,CO,1,95
2020,Allopurinol,CO,2,3021
2020,Febuxostat,CO,2,128
2020,Allopurinol,CO,3,3168
2020,Febuxostat,CO,3,109
2020,Allopurinol,CO,4,3009
2020,Febuxostat,CO,4,118
2020,Allopurinol,CT,1,2723
2020,Febuxostat,CT,1,121
2020,Allopurinol,CT,2,2706
2020,Febuxostat,CT,2,93
2020,Allopurinol,CT,3,2700
2020,Febuxostat,CT,3,74
2020,Allopurinol,CT,4,2808
2020,Febuxostat,CT,4,42
2020,Allopurinol,DC,1,877
2020,Febuxostat,DC,1,0
2020,Allopurinol,DC,2,750
2020,Febuxostat,DC,2,0
2020,Allopurinol,DC,3,697
2020,Febuxostat,DC,3,0
2020,Allopurinol,DC,4,470
2020,Febuxostat,DC,4,0
2020,Allopurinol,DE,1,822
2020,Febuxostat,DE,1,0
2020,Allopurinol,DE,2,877
2020,Febuxostat,DE,2,0
2020,Allopurinol,DE,3,822
2020,Febuxostat,DE,3,0
2020,Allopurinol,DE,4,748
2020,Febuxostat,DE,4,0
2020,Allopurinol,FL,1,8409
2020,Febuxostat,FL,1,103
2020,Allopurinol,FL,2,8340
2020,Febuxostat,FL,2,134
2020,Allopurinol,FL,3,8439
2020,Febuxostat,FL,3,145
2020,Allopurinol,FL,4,8342
2020,Febuxostat,FL,4,126
2020,Allopurinol,GA,1,6104
2020,Febuxostat,GA,1,126
2020,Allopurinol,GA,2,6119
2020,Febuxostat,GA,2,81
2020,Allopurinol,GA,3,5437
2020,Febuxostat,GA,3,52
2020,Allopurinol,GA,4,4965
2020,Febuxostat,GA,4,49
2020,Allopurinol,HI,1,3845
2020,Febuxostat,HI,1,191
2020,Allopurinol,HI,2,3907
2020,Febuxostat,HI,2,216
2020,Allopurinol,HI,3,3693
2020,Febuxostat,HI,3,223
2020,Allopurinol,HI,4,3764
2020,Febuxostat,HI,4,227
2020,Allopurinol,IA,1,1313
2020,Febuxostat,IA,1,0
2020,Allopurinol,IA,2,1241
2020,Febuxostat,IA,2,14
2020,Allopurinol,IA,3,2916
2020,Febuxostat,IA,3,63
2020,Allopurinol,IA,4,2494
2020,Febuxostat,IA,4,45
2020,Allopurinol,ID,1,1124
2020,Febuxostat,ID,1,13
2020,Allopurinol,ID,2,1319
2020,Febuxostat,ID,2,17
2020,Allopurinol,ID,3,1462
2020,Febuxostat,ID,3,33
2020,Allopurinol,ID,4,1521
2020,Febuxostat,ID,4,34
2020,Allopurinol,IL,1,15150
2020,Febuxostat,IL,1,126
2020,Allopurinol,IL,2,14613
2020,Febuxostat,IL,2,94
2020,Allopurinol,IL,3,13542
2020,Febuxostat,IL,3,112
2020,Allopurinol,IL,4,7352
2020,Febuxostat,IL,4,39
2020,Allopurinol,IN,1,5123
2020,Febuxostat,IN,1,264
2020,Allopurinol,IN,2,5202
2020,Febuxostat,IN,2,233
2020,Allopurinol,IN,3,5431
2020,Febuxostat,IN,3,247
2020,Allopurinol,IN,4,4805
2020,Febuxostat,IN,4,193
2020,Allopurinol,KS,1,873
2020,Febuxostat,KS,1,29
2020,Allopurinol,KS,2,802
2020,Febuxostat,KS,2,15
2020,Allopurinol,KS,3,761
2020,Febuxostat,KS,3,0
2020,Allopurinol,KS,4,390
2020,Febuxostat,KS,4,0
2020,Allopurinol,KY,1,10359
2020,Febuxostat,KY,1,505
2020,Allopurinol,KY,2,9884
2020,Febuxostat,KY,2,483
2020,Allopurinol,KY,3,10444
2020,Febuxostat,KY,3,439
2020,Allopurinol,KY,4,10171
2020,Febuxostat,KY,4,423
2020,Allopurinol,LA,1,9154
2020,Febuxostat,LA,1,155
2020,Allopurinol,LA,2,9545
2020,Febuxostat,LA,2,135
2020,Allopurinol,LA,3,9733
2020,Febuxostat,LA,3,125
2020,Allopurinol,LA,4,9889
2020,Febuxostat,LA,4,149
2020,Allopurinol,MA,1,7430
2020,Febuxostat,MA,1,214
2020,Allopurinol,MA,2,6422
2020,Febuxostat,MA,2,150
2020,Allopurinol,MA,3,6003
2020,Febuxostat,MA,3,109
2020,Allopurinol,MA,4,5934
2020,Febuxostat,MA,4,82
2020,Allopurinol,MD,1,4663
2020,Febuxostat,MD,1,113
2020,Allopurinol,MD,2,4929
2020,Febuxostat,MD,2,116
2020,Allopurinol,MD,3,4916
2020,Febuxostat,MD,3,105
2020,Allopurinol,MD,4,5045
2020,Febuxostat,MD,4,111
2020,Allopurinol,ME,1,415
2020,Febuxostat,ME,1,25
2020,Allopurinol,ME,2,412
2020,Febuxostat,ME,2,23
2020,Allopurinol,ME,3,433
2020,Febuxostat,ME,3,18
2020,Allopurinol,ME,4,410
2020,Febuxostat,ME,4,0
2020,Allopurinol,MI,1,13304
2020,Febuxostat,MI,1,186
2020,Allopurinol,MI,2,12948
2020,Febuxostat,MI,2,139
2020,Allopurinol,MI,3,13109
2020,Febuxostat,MI,3,179
2020,Allopurinol,MI,4,10969
2020,Febuxostat,MI,4,98
2020,Allopurinol,MN,1,5722
2020,Febuxostat,MN,1,110
2020,Allopurinol,MN,2,5219
2020,Febuxostat,MN,2,101
2020,Allopurinol,MN,3,5016
2020,Febuxostat,MN,3,87
2020,Allopurinol,MN,4,4688
2020,Febuxostat,MN,4,89
2020,Allopurinol,MO,1,3748
2020,Febuxostat,MO,1,75
2020,Allopurinol,MO,2,3666
2020,Febuxostat,MO,2,40
2020,Allopurinol,MO,3,4421
2020,Febuxostat,MO,3,44
2020,Allopurinol,MO,4,4229
2020,Febuxostat,MO,4,24
2020,Allopurinol,MS,1,1583
2020,Febuxostat,MS,1,21
2020,Allopurinol,MS,2,1631
2020,Febuxostat,MS,2,16
2020,Allopurinol,MS,3,1591
2020,Febuxostat,MS,3,0
2020,Allopurinol,MS,4,1602
2020,Febuxostat,MS,4,0
2020,Allopurinol,MT,1,1195
2020,Febuxostat,MT,1,54
2020,Allopurinol,MT,2,1235
2020,Febuxostat,MT,2,40
2020,Allopurinol,MT,3,1256
2020,Febuxostat,MT,3,19
2020,Allopurinol,MT,4,1233
2020,Febuxostat,MT,4,34
2020,Allopurinol,NC,1,3379
2020,Febuxostat,NC,1,246
2020,Allopurinol,NC,2,2288
2020,Febuxostat,NC,2,42
2020,Allopurinol,NC,3,6912
2020,Febuxostat,NC,3,512
2020,Allopurinol,NC,4,3792
2020,Febuxostat,NC,4,252
2020,Allopurinol,ND,1,277
2020,Febuxostat,ND,1,0
2020,Allopurinol,ND,2,296
2020,Febuxostat,ND,2,0
2020,Allopurinol,ND,3,296
2020,Febuxostat,ND,3,0
2020,Allopurinol,ND,4,357
2020,Febuxostat,ND,4,0
2020,Allopurinol,NE,1,470
2020,Febuxostat,NE,1,0
2020,Allopurinol,NE,2,426
2020,Febuxostat,NE,2,0
2020,Allopurinol,NE,3,416
2020,Febuxostat,NE,3,0
2020,Allopurinol,NE,4,557
2020,Febuxostat,NE,4,0
2020,Allopurinol,NH,1,556
2020,Febuxostat,NH,1,0
2020,Allopurinol,NH,2,537
2020,Febuxostat,NH,2,0
2020,Allopurinol,NH,3,529
2020,Febuxostat,NH,3,0
2020,Allopurinol,NH,4,511
2020,Febuxostat,NH,4,0
2020,Allopurinol,NJ,1,6047
2020,Febuxostat,NJ,1,195
2020,Allopurinol,NJ,2,5604
2020,Febuxostat,NJ,2,166
2020,Allopurinol,NJ,3,5677
2020,Febuxostat,NJ,3,172
2020,Allopurinol,NJ,4,3661
2020,Febuxostat,NJ,4,131
2020,Allopurinol,NM,1,36
2020,Allopurinol,NM,2,2218
2020,Febuxostat,NM,2,26
2020,Allopurinol,NM,3,2192
2020,Febuxostat,NM,3,26
2020,Allopurinol,NM,4,1999
2020,Febuxostat,NM,4,26
2020,Allopurinol,NV,1,3438
2020,Febuxostat,NV,1,62
2020,Allopurinol,NV,2,3517
2020,Febuxostat,NV,2,93
2020,Allopurinol,NV,3,3778
2020,Febuxostat,NV,3,81
2020,Allopurinol,NV,4,3501
2020,Febuxostat,NV,4,85
2020,Allopurinol,NY,1,24840
2020,Febuxostat,NY,1,993
2020,Allopurinol,NY,2,24330
2020,Febuxostat,NY,2,953
2020,Allopurinol,NY,3,26281
2020,Febuxostat,NY,3,913
2020,Allopurinol,NY,4,24009
2020,Febuxostat,NY,4,784
2020,Allopurinol,OH,1,17936
2020,Febuxostat,OH,1,529
2020,Allopurinol,OH,2,17640
2020,Febuxostat,OH,2,466
2020,Allopurinol,OH,3,16866
2020,Febuxostat,OH,3,433
2020,Allopurinol,OH,4,11858
2020,Febuxostat,OH,4,250
2020,Allopurinol,OK,1,1092
2020,Febuxostat,OK,1,13
2020,Allopurinol,OK,2,1134
2020,Febuxostat,OK,2,0
2020,Allopurinol,OK,3,1132
2020,Febuxostat,OK,3,14
2020,Allopurinol,OK,4,1081
2020,Febuxostat,OK,4,15
2020,Allopurinol,OR,1,5084
2020,Febuxostat,OR,1,72
2020,Allopurinol,OR,2,4918
2020,Febuxostat,OR,2,76
2020,Allopurinol,OR,3,5022
2020,Febuxostat,OR,3,99
2020,Allopurinol,OR,4,4120
2020,Febuxostat,OR,4,88
2020,Allopurinol,PA,1,10380
2020,Febuxostat,PA,1,247
2020,Allopurinol,PA,2,9875
2020,Febuxostat,PA,2,193
2020,Allopurinol,PA,3,10181
2020,Febuxostat,PA,3,223
2020,Allopurinol,PA,4,6058
2020,Febuxostat,PA,4,126
2020,Allopurinol,RI,1,975
2020,Febuxostat,RI,1,13
2020,Allopurinol,RI,2,1008
2020,Febuxostat,RI,2,0
2020,Allopurinol,RI,3,1059
2020,Febuxostat,RI,3,14
2020,Allopurinol,RI,4,1077
2020,Febuxostat,RI,4,0
2020,Allopurinol,SC,1,1909
2020,Febuxostat,SC,1,81
2020,Allopurinol,SC,2,1703
2020,Febuxostat,SC,2,68
2020,Allopurinol,SC,3,1927
2020,Febuxostat,SC,3,77
2020,Allopurinol,SC,4,1276
2020,Febuxostat,SC,4,64
2020,Allopurinol,SD,1,121
2020,Febuxostat,SD,1,0
2020,Allopurinol,SD,2,112
2020,Febuxostat,SD,2,0
2020,Allopurinol,SD,3,129
2020,Febuxostat,SD,3,0
2020,Allopurinol,SD,4,121
2020,Febuxostat,SD,4,0
2020,Allopurinol,TN,1,4798
2020,Febuxostat,TN,1,159
2020,Allopurinol,TN,2,5029
2020,Febuxostat,TN,2,157
2020,Allopurinol,TN,3,4912
2020,Febuxostat,TN,3,150
2020,Allopurinol,TN,4,4952
2020,Febuxostat,TN,4,137
2020,Allopurinol,TX,1,7321
2020,Febuxostat,TX,1,397
2020,Allopurinol,TX,2,6957
2020,Febuxostat,TX,2,343
2020,Allopurinol,TX,3,6646
2020,Allopurinol Sodium,TX,3,0
2020,Febuxostat,TX,3,302
2020,Allopurinol,TX,4,6652
2020,Febuxostat,TX,4,240
2020,Allopurinol,UT,1,729
2020,Febuxostat,UT,1,14
2020,Allopurinol,UT,2,793
2020,Febuxostat,UT,2,0
2020,Allopurinol,UT,3,665
2020,Febuxostat,UT,3,0
2020,Allopurinol,UT,4,691
2020,Febuxostat,UT,4,13
2020,Allopurinol,VA,1,7499
2020,Febuxostat,VA,1,257
2020,Allopurinol,VA,2,7000
2020,Febuxostat,VA,2,256
2020,Allopurinol,VA,3,6447
2020,Febuxostat,VA,3,196
2020,Allopurinol,VA,4,6148
2020,Febuxostat,VA,4,229
2020,Allopurinol,VT,1,284
2020,Febuxostat,VT,1,0
2020,Allopurinol,VT,2,244
2020,Febuxostat,VT,2,0
2020,Allopurinol,VT,3,275
2020,Febuxostat,VT,3,0
2020,Allopurinol,VT,4,281
2020,Febuxostat,VT,4,0
2020,Allopurinol,WA,1,6709
2020,Febuxostat,WA,1,122
2020,Allopurinol,WA,2,6562
2020,Febuxostat,WA,2,134
2020,Allopurinol,WA,3,6678
2020,Febuxostat,WA,3,99
2020,Allopurinol,WA,4,6183
2020,Febuxostat,WA,4,82
2020,Allopurinol,WI,1,4247
2020,Febuxostat,WI,1,281
2020,Allopurinol,WI,2,4498
2020,Febuxostat,WI,2,288
2020,Allopurinol,WI,3,4733
2020,Febuxostat,WI,3,258
2020,Allopurinol,WI,4,4847
2020,Febuxostat,WI,4,248
2020,Allopurinol,WV,1,4131
2020,Febuxostat,WV,1,73
2020,Allopurinol,WV,2,3914
2020,Febuxostat,WV,2,52
2020,Allopurinol,WV,3,3775
2020,Febuxostat,WV,3,42
2020,Allopurinol,WV,4,3451
2020,Febuxostat,WV,4,33
2020,Allopurinol,WY,1,56
2020,Allopurinol,WY,2,26
2020,Allopurinol,WY,3,38
2020,Febuxostat,WY,3,0
2020,Allopurinol,WY,4,32
2020,Febuxostat,WY,4,0
